Sõna,Abstraktsus,Sagedus keeles,Sagedusgrupp keeles,Sagedusgrupp õpikuis,Sagedus õpikuis,Sagedus 123,Sagedus 4,Sagedus 5,Sagedus 6,Sagedus 7,Sagedus 8,Sagedus 9
vastaja,2,-,-,2,13,0,0,1,2,0,2,8
vastakas,-,11,4,-,0,0,0,0,0,0,0,0
vastaline,-,5,5,-,0,0,0,0,0,0,0,0
vastama,-,614,1,1,298,65,67,27,23,26,15,75
vastamata,-,-,-,5,3,0,0,0,0,0,0,3
vastamine,2,-,-,3,9,1,4,0,1,0,1,2
vastamisi,-,15,3,7,1,0,1,0,0,0,0,0
vastand,3,10,4,-,0,0,0,0,0,0,0,0
vastandlik,-,9,4,-,0,0,0,0,0,0,0,0
vastandsõna,3,-,-,4,5,4,0,0,0,0,0,1
vastandtähendus,3,-,-,6,2,0,2,0,0,0,0,0
vastanduma,-,6,5,-,0,0,0,0,0,0,0,0
vastane,2,116,1,6,2,0,0,0,0,0,0,2
vastas,-,43,2,5,3,0,3,0,0,0,0,0
vastasmängija,1,6,5,-,0,0,0,0,0,0,0,0
vastassein,-,6,5,-,0,0,0,0,0,0,0,0
vastasseis,-,21,2,-,0,0,0,0,0,0,0,0
vastastik,-,-,-,7,1,0,0,0,0,0,0,1
vastastikku,-,16,3,6,2,1,0,1,0,0,0,0
vastastikune,-,9,4,-,0,0,0,0,0,0,0,0
vastav,-,117,1,3,8,0,0,0,0,1,2,5
vastavalt,-,113,1,3,9,0,0,0,0,2,1,6
vastavus,3,12,3,-,0,0,0,0,0,0,0,0
vaste,3,-,-,7,1,0,0,0,1,0,0,0
vastik,-,38,2,3,8,0,0,1,0,4,1,2
vastlad,3,-,-,3,8,8,0,0,0,0,0,0
vastlakarneval,2,-,-,7,1,1,0,0,0,0,0,0
vastlakukkel,1,-,-,3,8,8,0,0,0,0,0,0
vastlapäev,3,-,-,2,11,11,0,0,0,0,0,0
vastlasõit,2,-,-,3,6,6,0,0,0,0,0,0
vastne,1,21,2,4,4,0,0,0,0,4,0,0
vastsündinu,1,9,4,-,0,0,0,0,0,0,0,0
vastsündinud,-,5,5,6,2,0,2,0,0,0,0,0
vastu,-,1547,1,1,81,13,5,6,8,12,13,24
vastuhakk,-,8,4,-,0,0,0,0,0,0,0,0
vastukaal,3,9,4,-,0,0,0,0,0,0,0,0
vastukaja,3,8,4,-,0,0,0,0,0,0,0,0
vastukarva,-,-,-,7,1,0,0,1,0,0,0,0
vastumeelne,-,-,-,7,1,0,0,0,0,0,0,1
vastumürk,2,-,-,4,4,0,0,0,0,4,0,0
vastuolu,-,68,1,-,0,0,0,0,0,0,0,0
vastuoluline,-,14,3,-,0,0,0,0,0,0,0,0
vastupandamatu,-,9,4,-,0,0,0,0,0,0,0,0
vastupanu,-,22,2,-,0,0,0,0,0,0,0,0
vastupidavus,-,9,4,-,0,0,0,0,0,0,0,0
vastupidi,-,88,1,6,2,0,0,0,0,0,0,2
vastupidine,-,30,2,7,1,0,0,0,0,1,0,0
vastupidiselt,-,5,5,-,0,0,0,0,0,0,0,0
vastupäev,3,-,-,6,2,0,2,0,0,0,0,0
vastus,3,252,1,1,159,27,28,9,18,20,13,44
vastuseis,-,11,4,-,0,0,0,0,0,0,0,0
vastusevariant,3,-,-,4,4,0,0,0,0,0,0,4
vastutama,-,45,2,7,1,0,0,0,0,0,1,0
vastutav,-,25,2,-,0,0,0,0,0,0,0,0
vastutulek,-,6,5,-,0,0,0,0,0,0,0,0
vastutulelik,-,-,-,7,1,0,0,0,0,0,1,0
vastutulev,-,7,5,-,0,0,0,0,0,0,0,0
vastutulija,1,6,5,7,1,0,0,0,0,0,1,0
vastutus,-,71,1,-,0,0,0,0,0,0,0,0
vastutusrikas,-,8,4,-,0,0,0,0,0,0,0,0
vastutustunne,3,6,5,-,0,0,0,0,0,0,0,0
vastuvool,2,6,5,-,0,0,0,0,0,0,0,0
vastuväide,3,6,5,-,0,0,0,0,0,0,0,0
vastuvõetav,-,13,3,-,0,0,0,0,0,0,0,0
vastuvõetud,-,-,-,7,1,0,0,0,0,0,0,1
vastuvõtja,2,9,4,7,1,0,0,0,0,1,0,0
vastuvõtlikkus,3,-,-,5,3,0,0,0,0,3,0,0
vastuvõtmine,2,31,2,5,3,0,0,0,0,0,0,3
vastuvõtt,2,52,2,6,2,0,0,0,0,1,1,0
vastuvõtupunkt,1,-,-,5,3,0,0,0,0,0,3,0
vastuvõtutingimus,3,-,-,6,2,0,0,0,0,0,0,2
vat-lühend,3,-,-,7,1,0,0,0,0,0,1,0
vatiin,1,-,-,5,3,0,0,0,0,1,0,2
vatrama,-,-,-,7,1,1,0,0,0,0,0,0
vatt,3,10,4,7,1,1,0,0,0,0,0,0
vealejrup,-,-,-,7,1,0,0,1,0,0,0,0
vedama,-,173,1,2,18,6,3,0,0,0,4,5
vedamine,2,7,5,7,1,0,0,0,0,0,0,1
vedel,-,13,3,4,4,0,0,0,3,1,0,0
vedelema,-,47,2,-,0,0,0,0,0,0,0,0
vedelev,-,5,5,-,0,0,0,0,0,0,0,0
vedelik,1,21,2,3,6,0,0,0,0,5,0,1
vedru,1,9,4,-,0,0,0,0,0,0,0,0
vedu,2,13,3,7,1,0,0,0,0,0,0,1
vedur,1,14,3,6,2,0,0,0,1,0,0,1
vedurijuht,1,-,-,7,1,0,0,0,0,0,0,1
veealune,-,-,-,6,2,0,0,0,0,0,2,0
veebikaamera,1,-,-,6,2,0,0,0,0,0,0,2
veebruar,3,109,1,1,24,7,8,3,2,0,0,4
veebruarikuu,2,5,5,-,0,0,0,0,0,0,0,0
veejuga,-,7,5,-,0,0,0,0,0,0,0,0
veekeetja,1,-,-,7,1,0,0,0,0,1,0,0
veekell,1,-,-,4,5,4,0,0,0,1,0,0
veekindel,-,-,-,7,1,0,0,0,0,0,0,1
veekogu,1,10,4,3,6,0,0,4,0,0,0,2
veekord,3,-,-,7,1,0,0,0,1,0,0,0
veel,-,2696,1,1,298,95,24,26,67,15,20,51
veel-tema,-,-,-,7,1,0,0,0,1,0,0,0
veelkord,-,9,4,2,17,0,0,1,5,4,7,0
veelomp,1,-,-,6,2,0,0,0,1,0,0,1
veen,-,50,2,-,0,0,0,0,0,0,0,0
veenduma,-,87,1,3,9,0,0,0,0,3,2,4
veendumus,3,28,2,5,3,0,0,0,0,2,1,0
veendunult,-,6,5,-,0,0,0,0,0,0,0,0
veenev,-,9,4,6,2,0,0,0,0,0,2,0
veenma,-,41,2,5,3,0,0,0,0,0,3,0
veenvalt,-,6,5,-,0,0,0,0,0,0,0,0
veenvamalt,-,-,-,7,1,0,0,0,0,0,0,1
veenõid,3,-,-,5,3,3,0,0,0,0,0,0
veenõu,1,-,-,7,1,0,0,0,0,1,0,0
veepark,1,-,-,7,1,0,0,0,0,1,0,0
veepeegel,2,-,-,7,1,0,0,1,0,0,0,0
veepind,2,-,-,6,2,0,0,0,0,2,0,0
veer,2,-,-,6,2,0,1,0,0,0,0,1
veerand,3,65,1,2,14,9,3,0,1,0,0,1
veerema,-,35,2,5,3,0,0,0,2,0,1,0
veeretama,-,16,3,3,8,2,4,1,1,0,0,0
veeretamine,2,-,-,7,1,0,1,0,0,0,0,0
veerg,2,8,4,-,0,0,0,0,0,0,0,0
veerik,-,5,5,-,0,0,0,0,0,0,0,0
veerima,-,-,-,6,2,0,2,0,0,0,0,0
veering,2,6,5,-,0,0,0,0,0,0,0,0
veerpalu,1,-,-,7,1,0,0,0,0,1,0,0
veerts,-,-,-,7,1,1,0,0,0,0,0,0
veetlev,-,7,5,7,1,0,0,0,0,0,0,1
veetma,-,56,1,2,18,4,1,6,0,1,2,4
veetmine,3,-,-,3,9,0,0,0,0,1,6,2
veetoru,1,5,5,-,0,0,0,0,0,0,0,0
veevulin,2,-,-,7,1,0,0,0,0,0,0,1
vehkima,-,37,2,4,5,0,0,0,3,0,0,2
vehklemine,2,9,4,4,4,0,0,0,0,4,0,0
veider,-,41,2,-,0,0,0,0,0,0,0,0
veidi,-,308,1,1,43,21,0,3,3,1,6,9
veidike,-,14,3,7,1,0,0,0,0,0,1,0
veidrik,1,7,5,-,0,0,0,0,0,0,0,0
veidrus,3,5,5,-,0,0,0,0,0,0,0,0
vein,1,130,1,5,3,0,0,0,0,0,0,3
veinipudel,-,14,3,-,0,0,0,0,0,0,0,0
veli,-,7,5,-,0,0,0,0,0,0,0,0
velsker,1,12,3,-,0,0,0,0,0,0,0,0
vemp,3,-,-,6,2,0,1,0,0,1,0,0
vend,1,152,1,1,108,63,19,13,4,2,6,1
vene,2,613,1,1,60,23,14,6,8,0,4,5
venekeelne,-,59,1,4,5,0,1,3,0,0,0,1
venelane,1,182,1,4,5,0,0,1,1,1,0,2
venelanna,1,22,2,-,0,0,0,0,0,0,0,0
venima,-,56,1,5,3,0,2,0,0,0,0,1
venitama,-,40,2,7,1,0,1,0,0,0,0,0
venitamine,2,11,4,-,0,0,0,0,0,0,0,0
veniv,-,13,3,-,0,0,0,0,0,0,0,0
vennake,1,-,-,5,3,2,1,0,0,0,0,0
vennas,1,-,-,6,2,1,1,0,0,0,0,0
vennaskond,-,11,4,-,0,0,0,0,0,0,0,0
vennike,1,-,-,6,2,0,0,0,2,0,0,0
veoauto,1,36,2,4,5,0,2,1,0,1,1,0
veoautojuht,1,-,-,7,1,0,0,1,0,0,0,0
veok,1,26,2,-,0,0,0,0,0,0,0,0
veranda,1,-,-,6,2,0,2,0,0,0,0,0
verb,3,-,-,7,1,0,0,0,0,1,0,0
verdi,1,-,-,7,1,0,0,0,0,0,1,0
verdis,-,-,-,7,1,0,0,0,0,0,1,0
verdisõit,2,-,-,6,2,0,0,0,0,0,2,0
verehaigus,3,-,-,6,2,0,0,0,0,2,0,0
verejooks,2,7,5,7,1,0,0,0,1,0,0,0
vereringe,2,-,-,6,2,0,0,0,2,0,0,0
vererõhk,3,11,4,-,0,0,0,0,0,0,0,0
veresoon,1,10,4,-,0,0,0,0,0,0,0,0
veresuhkur,3,-,-,6,2,0,0,0,0,0,0,2
veri,1,156,1,2,13,0,0,0,11,1,0,1
verine,-,35,2,-,0,0,0,0,0,0,0,0
veristama,-,7,5,-,0,0,0,0,0,0,0,0
veritsev,-,6,5,-,0,0,0,0,0,0,0,0
versioon,3,31,2,-,0,0,0,0,0,0,0,0
verst,3,-,-,4,5,0,0,0,0,0,5,0
vert,-,-,-,7,1,0,0,0,0,0,1,0
vesi,1,562,1,1,99,30,18,8,9,13,8,13
vesidokk,1,-,-,7,1,0,0,1,0,0,0,0
vesijalgratas,1,-,-,5,3,0,0,0,3,0,0,0
vesijalgratta.veel,-,-,-,7,1,0,0,0,1,0,0,0
vesine,-,11,4,-,0,0,0,0,0,0,0,0
vesipüks,2,-,-,7,1,0,0,0,0,1,0,0
vesiroos,1,-,-,3,6,6,0,0,0,0,0,0
veski,1,28,2,7,1,1,0,0,0,0,0,0
vest,1,10,4,6,2,0,0,1,1,0,0,0
vestibüül,-,11,4,-,0,0,0,0,0,0,0,0
vestlema,-,48,2,1,37,10,0,6,3,4,0,14
vestlus,2,43,2,2,13,0,3,1,0,4,2,3
vestluskaaslane,2,6,5,7,1,0,0,0,0,1,0,0
vestluskanal,2,-,-,7,1,0,0,0,0,0,1,0
vestlusskeem,3,-,-,6,2,0,0,0,0,0,0,2
vestlusvoorus,3,-,-,7,1,0,0,0,0,0,0,1
vestma,-,7,5,6,2,2,0,0,0,0,0,0
vetelpääste,2,5,5,-,0,0,0,0,0,0,0,0
vetelpäästeühing,2,-,-,7,1,0,0,0,0,0,0,1
veteran,1,13,3,-,0,0,0,0,0,0,0,0
vetevana,-,-,-,5,3,0,0,0,3,0,0,0
vetikas,1,9,4,4,4,0,0,0,0,4,0,0
vetsupaber,1,-,-,7,1,0,0,0,0,0,0,1
vetsusus,-,-,-,7,1,0,0,0,1,0,0,0
vettelaskmine,-,-,-,7,1,0,0,0,0,0,1,0
vettima,-,6,5,-,0,0,0,0,0,0,0,0
vettpidav,-,-,-,6,2,0,0,0,0,0,0,2
video,2,26,2,4,5,0,0,0,0,0,3,2
videoekraan,1,-,-,7,1,0,0,0,0,0,1,0
videokaamera,1,-,-,7,1,0,0,0,0,0,0,1
videoklipp,2,-,-,7,1,0,0,0,0,1,0,0
videomakk,1,-,-,3,6,3,0,0,0,0,3,0
videvik,2,9,4,-,0,0,0,0,0,0,0,0
vidistama,-,-,-,7,1,0,1,0,0,0,0,0
viewspordiajalugu,3,-,-,7,1,0,0,0,0,1,0,0
viga,3,206,1,1,33,23,0,3,2,0,3,2
vigane,-,12,3,-,0,0,0,0,0,0,0,0
vigaselt,-,-,-,7,1,0,0,1,0,0,0,0
vigastama,-,-,-,3,9,0,0,1,0,2,0,6
vigastatu,2,-,-,7,1,0,0,0,0,0,0,1
vigastus,2,43,2,4,4,0,0,0,0,0,2,2
viha,3,63,1,4,4,2,0,1,0,0,0,1
vihane,-,39,2,3,6,0,0,1,1,1,0,3
vihaselt,-,26,2,6,2,0,0,0,1,0,1,0
vihastama,-,31,2,4,4,0,0,0,2,0,0,2
vihik,1,25,2,1,277,72,68,46,30,18,31,12
vihikusee,-,-,-,7,1,0,1,0,0,0,0,0
vihikuskus,-,-,-,7,1,0,0,0,0,1,0,0
vihin,-,5,5,-,0,0,0,0,0,0,0,0
vihjama,-,17,3,-,0,0,0,0,0,0,0,0
vihje,3,32,2,-,0,0,0,0,0,0,0,0
vihkama,-,29,2,4,4,0,0,2,0,0,0,2
vihkamine,-,7,5,-,0,0,0,0,0,0,0,0
vihkuss,-,-,-,7,1,0,0,1,0,0,0,0
vihm,2,97,1,1,67,40,3,8,8,0,2,6
vihmake,1,-,-,5,3,3,0,0,0,0,0,0
vihmakeep,1,-,-,7,1,0,0,0,1,0,0,0
vihmakrabin,2,-,-,6,2,0,0,0,0,2,0,0
vihmamantel,1,-,-,7,1,0,0,0,0,0,0,1
vihmane,-,15,3,2,17,11,5,1,0,0,0,0
vihmapiiga,3,-,-,7,1,1,0,0,0,0,0,0
vihmapilv,1,-,-,7,1,0,0,1,0,0,0,0
vihmasadu,2,13,3,4,4,2,0,0,0,0,0,2
vihmasem,-,-,-,7,1,0,0,0,1,0,0,0
vihmatiba,1,-,-,7,1,0,0,0,1,0,0,0
vihmavari,1,13,3,2,17,11,0,1,1,0,1,3
vihmavesi,1,9,4,7,1,0,0,0,0,0,0,1
viht,1,-,-,4,5,3,0,0,1,0,1,0
vii,-,-,-,4,4,1,1,0,1,0,1,0
viibe,2,6,5,-,0,0,0,0,0,0,0,0
viibima,-,121,1,3,9,0,0,3,0,1,0,5
viibimine,2,15,3,4,4,0,0,0,2,0,0,2
viibiv,-,17,3,-,0,0,0,0,0,0,0,0
viibutama,-,13,3,-,0,0,0,0,0,0,0,0
viide,2,22,2,2,12,1,0,11,0,0,0,0
viieaastane,-,12,3,6,2,0,0,1,1,0,0,0
viiekorruseline,-,6,5,7,1,0,1,0,0,0,0,0
viiekümnes,-,9,4,-,0,0,0,0,0,0,0,0
viieline,-,-,-,7,1,0,0,0,0,0,0,1
viiendaks,-,-,-,7,1,0,0,1,0,0,0,0
viiendik,3,12,3,-,0,0,0,0,0,0,0,0
viiene,-,6,5,7,1,0,1,0,0,0,0,0
viies,-,73,1,2,17,8,3,3,1,0,0,2
viieteistkümnes,-,-,-,6,2,0,1,1,0,0,0,0
viig,-,-,-,4,4,0,1,0,0,0,0,3
viija,2,5,5,7,1,0,0,0,0,1,0,0
viik,2,26,2,-,0,0,0,0,0,0,0,0
viikel,-,-,-,7,1,1,0,0,0,0,0,0
viiking,1,5,5,5,3,0,0,3,0,0,0,0
viiks,-,9,4,-,0,0,0,0,0,0,0,0
viil,-,26,2,-,0,0,0,0,0,0,0,0
viima,-,793,1,1,159,76,8,8,22,9,14,22
viimaks,-,85,1,5,3,0,0,3,0,0,0,0
viimane,-,1034,1,1,69,6,13,7,8,10,7,18
viimati,-,62,1,3,9,0,2,1,2,1,1,2
viimine,2,15,3,-,0,0,0,0,0,0,0,0
viimistlema,-,6,5,-,0,0,0,0,0,0,0,0
viimne,-,55,1,-,0,0,0,0,0,0,0,0
viimseni,-,-,-,7,1,0,0,0,0,0,1,0
viin,1,94,1,3,8,6,1,0,0,0,1,0
viinamari,1,-,-,6,2,1,0,1,0,0,0,0
viinapits,-,5,5,-,0,0,0,0,0,0,0,0
viinapudel,1,8,4,-,0,0,0,0,0,0,0,0
viiner,1,-,-,7,1,0,0,0,0,1,0,0
viipama,-,31,2,-,0,0,0,0,0,0,0,0
viirastus,2,13,3,-,0,0,0,0,0,0,0,0
viirg,-,5,5,-,0,0,0,0,0,0,0,0
viirus,3,13,3,7,1,0,0,0,0,0,0,1
viirusetõrje,2,-,-,7,1,0,0,0,0,0,1,0
viis,3,548,1,1,116,21,17,25,5,7,15,26
viis-kuus,-,-,-,7,1,0,0,0,0,0,1,0
viisa,2,35,2,6,2,0,0,0,0,0,0,2
viisakalt,-,30,2,2,12,0,5,1,0,0,4,2
viisakam,-,-,-,6,2,0,0,0,0,0,1,1
viisakamalt,-,-,-,7,1,0,0,0,0,0,0,1
viisakas,-,31,2,1,30,1,10,1,3,1,6,8
viisakus,3,13,3,6,2,0,0,0,1,0,1,0
viisakusreegel,3,-,-,7,1,0,0,0,0,0,0,1
viisakusvestlus,2,-,-,7,1,0,0,0,0,1,0,0
viisakusväljend,3,-,-,4,4,0,1,0,1,0,2,0
viisi,-,10,4,6,2,0,1,0,0,1,0,0
viisijupp,2,-,-,6,2,0,0,0,0,0,2,0
viisimäärsõna,3,-,-,7,1,0,0,0,1,0,0,0
viisk,-,6,5,-,0,0,0,0,0,0,0,0
viiskümmend,-,46,2,3,7,5,2,0,0,0,0,0
viissada,-,16,3,6,2,0,1,0,0,0,0,1
viisteist,-,33,2,2,14,8,4,0,0,0,0,2
viit,1,-,-,4,5,1,0,0,0,0,0,4
viitama,-,76,1,5,3,0,0,0,0,1,0,2
viitma,-,8,4,7,1,0,0,0,0,0,0,1
viitsima,-,48,2,2,19,9,1,5,2,0,0,2
viiul,1,10,4,3,7,2,3,0,0,2,0,0
viiuldaja,-,5,5,-,0,0,0,0,0,0,0,0
viiv,2,51,2,-,0,0,0,0,0,0,0,0
viivitama,-,13,3,-,0,0,0,0,0,0,0,0
viivitamatult,-,6,5,-,0,0,0,0,0,0,0,0
viivitus,2,5,5,-,0,0,0,0,0,0,0,0
vikat,1,20,3,-,0,0,0,0,0,0,0,0
vikerkaar,2,-,-,7,1,0,1,0,0,0,0,0
vikerraadio,3,8,4,-,0,0,0,0,0,0,0,0
vikk,-,5,5,-,0,0,0,0,0,0,0,0
viksima,-,-,-,7,1,0,0,0,0,0,1,0
viktoriin,2,-,-,4,5,0,0,0,4,0,0,1
viktoriiniküsimus,3,-,-,7,1,0,0,0,0,0,0,1
vildakam,-,-,-,7,1,0,0,0,0,0,0,1
vile,2,22,2,3,7,1,0,0,1,4,0,1
vilepill,1,-,-,7,1,0,0,0,0,0,0,1
vilets,-,42,2,6,2,0,0,1,0,0,0,1
viletsam,-,8,4,-,0,0,0,0,0,0,0,0
viletsus,3,9,4,-,0,0,0,0,0,0,0,0
vilgas,-,9,4,-,0,0,0,0,0,0,0,0
vili,1,63,1,7,1,0,0,1,0,0,0,0
vilistama,-,23,2,2,14,1,4,0,7,1,0,1
vilistamine,2,-,-,7,1,0,0,0,0,0,0,1
viljakas,-,10,4,-,0,0,0,0,0,0,0,0
viljapuu,1,6,5,-,0,0,0,0,0,0,0,0
viljasalv,1,-,-,7,1,0,0,0,1,0,0,0
viljastama,-,7,5,-,0,0,0,0,0,0,0,0
viljatus,3,-,-,6,2,0,0,0,0,0,0,2
vilks,2,-,-,7,1,1,0,0,0,0,0,0
vilksatama,-,25,2,-,0,0,0,0,0,0,0,0
vilkuma,-,15,3,3,7,0,0,0,1,0,6,0
vill,1,-,-,3,8,2,0,0,6,0,0,0
villa,1,9,4,6,2,0,2,0,0,0,0,0
villand,-,7,5,-,0,0,0,0,0,0,0,0
villane,-,13,3,2,16,9,0,0,0,0,0,7
vilt,1,-,-,6,2,0,2,0,0,0,0,0
viltpliiats,1,-,-,4,4,1,3,0,0,0,0,0
viltu,-,32,2,6,2,0,0,0,0,0,0,2
vilu,2,31,2,2,16,16,0,0,0,0,0,0
viluma,-,8,4,-,0,0,0,0,0,0,0,0
vilumus,3,9,4,-,0,0,0,0,0,0,0,0
vimber,-,-,-,7,1,1,0,0,0,0,0,0
vimm,-,6,5,-,0,0,0,0,0,0,0,0
vindine,-,9,4,-,0,0,0,0,0,0,0,0
vinduma,-,5,5,-,0,0,0,0,0,0,0,0
vineer,-,5,5,-,0,0,0,0,0,0,0,0
vinge,-,7,5,7,1,0,0,0,0,0,0,1
vingerdama,-,-,-,7,1,1,0,0,0,0,0,0
vinguma,-,8,4,-,0,0,0,0,0,0,0,0
vint,1,10,4,3,9,0,0,0,8,0,0,1
vinta,-,-,-,7,1,1,0,0,0,0,0,0
vintpüss,1,10,4,-,0,0,0,0,0,0,0,0
virdi,-,-,-,7,1,1,0,0,0,0,0,0
virguma,-,6,5,-,0,0,0,0,0,0,0,0
virisema,-,9,4,-,0,0,0,0,0,0,0,0
virmalised,2,7,5,-,0,0,0,0,0,0,0,0
virn,1,14,3,7,1,0,1,0,0,0,0,0
virts,1,-,-,5,3,1,1,0,1,0,0,0
viru,-,57,1,-,0,0,0,0,0,0,0,0
virutama,-,27,2,-,0,0,0,0,0,0,0,0
virvatuli,2,-,-,7,1,0,0,0,1,0,0,0
virve,-,33,2,-,0,0,0,0,0,0,0,0
virvendama,-,9,4,7,1,0,0,0,0,0,0,1
virvendus,2,9,4,-,0,0,0,0,0,0,0,0
visa,-,15,3,7,1,0,0,0,1,0,0,0
visadus,3,8,4,-,0,0,0,0,0,0,0,0
visalt,-,14,3,-,0,0,0,0,0,0,0,0
vise,2,6,5,-,0,0,0,0,0,0,0,0
visiit,2,59,1,-,0,0,0,0,0,0,0,0
visioon,3,9,4,-,0,0,0,0,0,0,0,0
viskama,-,217,1,1,43,20,1,2,3,8,6,3
viskav,-,-,-,7,1,1,0,0,0,0,0,0
viski,1,19,3,-,0,0,0,0,0,0,0,0
viskuma,-,11,4,-,0,0,0,0,0,0,0,0
vissut,-,-,-,7,1,1,0,0,0,0,0,0
vist,-,353,1,1,34,15,0,4,3,1,1,10
vististi,-,12,3,-,0,0,0,0,0,0,0,0
vitaalne,-,5,5,-,0,0,0,0,0,0,0,0
vitamiin,1,7,5,1,25,0,0,0,2,21,0,2
vitamiinijook,1,-,-,7,1,0,0,0,0,0,0,1
vitamiinipuudus,3,-,-,7,1,0,0,0,0,1,0,0
vitaminiseerima,-,-,-,6,2,0,0,0,2,0,0,0
vits,1,17,3,-,0,0,0,0,0,0,0,0
viu,-,-,-,7,1,1,0,0,0,0,0,0
voh,-,-,-,7,1,0,0,1,0,0,0,0
vohama,-,5,5,-,0,0,0,0,0,0,0,0
vohamine,2,6,5,-,0,0,0,0,0,0,0,0
voi,-,-,-,7,1,0,0,0,1,0,0,0
vokk,1,-,-,4,5,0,0,0,0,5,0,0
volang,1,-,-,6,2,0,0,2,0,0,0,0
voldik,1,-,-,3,8,0,0,0,8,0,0,0
voli,3,13,3,-,0,0,0,0,0,0,0,0
volinik,1,20,3,-,0,0,0,0,0,0,0,0
volitama,-,8,4,-,0,0,0,0,0,0,0,0
volitus,-,39,2,-,0,0,0,0,0,0,0,0
volks,2,-,-,5,3,1,2,0,0,0,0,0
voll,-,21,2,-,0,0,0,0,0,0,0,0
volt,3,-,-,7,1,0,0,0,1,0,0,0
voltima,-,-,-,4,4,0,0,0,0,4,0,0
von,-,46,2,-,0,0,0,0,0,0,0,0
vooder,1,8,4,6,2,0,0,0,0,0,0,2
vooderdama,-,5,5,-,0,0,0,0,0,0,0,0
voodi,1,178,1,1,31,17,3,8,1,1,0,1
voodikoht,1,5,5,-,0,0,0,0,0,0,0,0
voodiserv,1,-,-,7,1,0,1,0,0,0,0,0
voog,2,23,2,6,2,0,0,0,2,0,0,0
vool,2,27,2,5,3,0,0,0,3,0,0,0
voolama,-,69,1,2,16,1,3,8,1,3,0,0
voolav,-,10,4,7,1,0,0,0,0,1,0,0
voolik,1,-,-,6,2,0,0,0,0,0,0,2
voolikurull,1,-,-,5,3,0,0,0,3,0,0,0
voolima,-,8,4,5,3,0,0,0,0,0,0,3
voor,3,57,1,-,0,0,0,0,0,0,0,0
voorima,-,-,-,7,1,0,0,0,0,1,0,0
voorimine,3,-,-,7,1,0,0,0,0,1,0,0
voorus,3,11,4,-,0,0,0,0,0,0,0,0
vorm,3,90,1,1,71,3,2,9,14,13,7,23
vormiline,-,-,-,7,1,0,0,0,0,0,1,0
vormima,-,34,2,3,6,0,0,2,2,1,0,1
vormirõivastus,1,-,-,7,1,0,0,1,0,0,0,0
vormistama,-,38,2,5,3,0,1,0,0,2,0,0
vormistamine,3,13,3,-,0,0,0,0,0,0,0,0
vorpima,-,5,5,-,0,0,0,0,0,0,0,0
vorst,1,12,3,2,13,10,2,1,0,0,0,0
vorstirõngas,1,-,-,4,4,4,0,0,0,0,0,0
vorstivabrik,1,-,-,7,1,0,0,1,0,0,0,0
vorstivõileib,1,-,-,3,8,8,0,0,0,0,0,0
vrakk,1,5,5,-,0,0,0,0,0,0,0,0
vulama,-,-,-,7,1,0,0,1,0,0,0,0
vulinal,-,-,-,7,1,1,0,0,0,0,0,0
vulisema,-,-,-,6,2,0,0,2,0,0,0,0
vulisev,-,-,-,7,1,0,0,1,0,0,0,0
vulkaanipurse,2,-,-,7,1,0,0,0,0,1,0,0
vundament,1,10,4,-,0,0,0,0,0,0,0,0
vunts,1,28,2,5,3,0,0,1,0,0,0,2
vurama,-,-,-,6,2,0,2,0,0,0,0,0
vuristama,-,10,4,5,3,0,3,0,0,0,0,0
vurr,1,-,-,4,5,5,0,0,0,0,0,0
vutt,1,-,-,5,3,3,0,0,0,0,0,0
väejuht,-,6,5,-,0,0,0,0,0,0,0,0
väel,-,-,-,7,1,0,0,0,0,0,0,1
väeosa,1,30,2,7,1,0,0,1,0,0,0,0
väetama,-,5,5,-,0,0,0,0,0,0,0,0
väeti,-,12,3,-,0,0,0,0,0,0,0,0
väga,-,1168,1,1,284,104,28,33,40,7,22,50
väga-väga,-,-,-,7,1,0,0,0,1,0,0,0
vägev,-,34,2,7,1,0,0,0,1,0,0,0
vägi,1,113,1,7,1,1,0,0,0,0,0,0
vägikaigas,3,-,-,6,2,0,2,0,0,0,0,0
vägilane,2,-,-,7,1,0,0,0,0,1,0,0
vägimees,1,-,-,6,2,0,0,0,0,2,0,0
vägisi,-,30,2,-,0,0,0,0,0,0,0,0
vägistaja,-,6,5,-,0,0,0,0,0,0,0,0
vägistama,-,11,4,-,0,0,0,0,0,0,0,0
vägistamine,2,8,4,-,0,0,0,0,0,0,0,0
vägivald,3,33,2,6,2,0,0,1,0,0,0,1
vägivaldne,-,11,4,6,2,0,0,0,0,0,0,2
vähe,-,218,1,1,54,15,5,9,4,3,8,10
vähegi,-,53,1,7,1,0,1,0,0,0,0,0
vähehaaval,-,19,3,-,0,0,0,0,0,0,0,0
väheke,3,16,3,7,1,0,1,0,0,0,0,0
väheks,-,13,3,-,0,0,0,0,0,0,0,0
vähem,-,300,1,2,20,0,2,2,2,2,4,8
vähemalt,-,386,1,1,109,0,12,58,5,11,12,11
vähemaltkuut,-,-,-,7,1,0,0,1,0,0,0,0
vähemasti,-,26,2,-,0,0,0,0,0,0,0,0
vähemus,-,17,3,-,0,0,0,0,0,0,0,0
vähendama,-,133,1,4,4,0,0,0,0,2,1,1
vähendav,-,6,5,-,0,0,0,0,0,0,0,0
vähene,-,108,1,6,2,0,0,1,0,0,1,0
